"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"133","Moldova",2015,"MDA",3277390,20576700416,0.443,0.135,4.782,0.023,0.482,2.217,0.133,6.375,0.676,0.108,0.058,1.459,0.232,0.126,0.37,0.113,NA,NA,NA,32.84,1309.822,1920.39,400.306,3.596,188.209,633.506,684.871,NA,11617.373,1.85,0,0,1.68,0.513,3.829,3.692,-2.565,-0.783,3.47,1.059,0.93,0.284,2.288,0.698,NA,NA,38.075,0.031,0.013,0.005,0.003,0.092,0.086,0.086,0.056,0.022,0.09,0.088,0.128,NA,0,0.025,-0.048,0.019,NA,12.1,12.55,NA,NA,6278.38017935003,"Europe"
"134","Mongolia",2015,"MNG",2964756,37107212288,0.182,0.061,23.282,-6.344,-21.413,16.321,-7.26,-30.787,5.505,0.44,0.287,7.853,0.627,0.409,19.697,6.644,23.366,7.881,0.63,3.999,501.472,1026.12,404.829,0.088,0,1049.333,92.555,NA,19186.037,1.533,0.035,0.012,0,0,15.33,16.409,-6.962,-2.348,15.76,5.316,12.27,4.139,3.368,1.136,NA,NA,56.882,0.013,0.065,0.04,0.134,0.011,0.033,0.046,0.056,0.001,0,0.146,0.017,NA,0.009,0,-0.129,0.028,NA,48.65,45.45,0.084,0.36,12516.1100232194,"Asie"
"135","Montenegro",2015,"MNE",633969,10689585152,0,0,2.239,0.132,6.261,-0.436,0.022,-4.8,-0.688,-0.041,-0.033,3.531,0.209,0.168,1.495,2.358,NA,NA,NA,0,92.148,224.345,66.13,0.034,0,222.551,25.983,NA,21017.662,1.246,0,0,0,0,5.694,5.757,-2.675,-4.219,0.83,1.309,0.16,0.252,0.744,1.173,NA,NA,13.325,0,0.006,-0.001,0.01,0,0.006,0.01,0.009,0,0,0.031,0.005,NA,0,0,-0.05,0.006,NA,3.65,3.61,NA,NA,16861.368855575,"Europe"
"136","Montserrat",2015,"MSR",5083,NA,0,0,0.055,0.007,15.385,0.055,0.007,15.385,10.813,NA,0.229,10.813,NA,0.229,0,0,NA,NA,NA,0,1.458,-0.154,0,0,0,-1.319,1.458,NA,47224.633,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.055,10.813,NA,NA,0.24,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"Amérique"
"137","Morocco",2015,"MAR",34680456,275091619840,5.25,0.151,58.495,1.32,2.309,54.978,2.859,5.486,1.585,0.2,0.249,1.687,0.213,0.265,16.843,0.486,62.134,1.792,0.226,140.651,1422.409,2737.712,347.04,0,21.999,1767.88,912.72,NA,6354.772,0.801,0,0,2.323,0.067,2.349,2.307,-3.517,-0.101,11.55,0.333,9.09,0.262,34.079,0.983,NA,NA,220.386,0.363,0.165,0.134,0.115,0.395,0.094,0.123,0.048,0,0.011,0.247,0.171,NA,0,0.034,-0.065,0.286,NA,80.02,81.46,3.639,6.221,7932.18001055119,"Afrique"
"138","Mozambique",2015,"MOZ",26843252,26497042432,0.614,0.023,6.313,-1.608,-20.297,32.364,6.71,26.154,1.206,1.221,0.381,0.235,0.238,0.074,0.429,0.016,15.419,0.574,0.582,10.32,139.975,4475.623,43.774,0.11,4.589,6042.669,81.181,NA,3161.219,3.203,0.009,0,1.741,0.065,1.166,3.625,26.051,0.97,25.45,0.948,20.05,0.747,3.519,0.131,NA,NA,84.857,0.043,0.018,0.079,0.003,0.029,0.009,0.201,0.006,0.001,0.002,0.843,0.015,NA,0.002,0.026,0.484,0.03,NA,97.3,31.31,9.106,144.251,987.102547485677,"Afrique"
"139","Myanmar",2015,"MMR",51483956,265615310848,0.377,0.007,21.887,6.038,38.095,130.268,-3.818,-2.848,2.53,0.49,1.16,0.425,0.082,0.195,0.927,0.018,NA,NA,NA,9.474,456.108,6072.837,36.953,5.683,118.619,14272.562,285.379,NA,2180.483,0.423,0.108,0.002,10.849,0.211,2.053,4.438,108.381,2.105,73.77,1.433,26.45,0.514,9.625,0.187,NA,NA,112.26,0.026,0.062,0.318,0.006,0.027,0.03,0.272,0.005,0.035,0.057,1.991,0.053,NA,0.028,0.16,2.012,0.081,NA,228.5,105.68,NA,NA,5159.18611320389,"Asie"
"140","Namibia",2015,"NAM",2282709,22783369216,0.33,0.145,3.851,0.173,4.712,6.526,0.283,4.537,2.859,0.286,0.285,1.687,0.169,0.168,0.007,0.003,11.583,5.074,0.508,1.274,54.472,143.104,1.953,0,0,271.796,51.244,NA,10013.897,1.003,0,0,0,0,5.134,9.765,2.675,1.172,4.33,1.897,2.96,1.297,3.514,1.539,NA,NA,22.859,0.023,0.011,0.016,0,0.004,0.004,0.006,0,0,0,0.038,0.01,NA,0,0,0.05,0.029,NA,22.29,11.72,7.731,200.745,9980.84697436248,"Afrique"
"141","Nauru",2015,"NRU",11207,NA,0,0,0.055,0.004,7.143,NA,NA,NA,NA,NA,NA,4.904,NA,0.165,0,0,NA,NA,NA,0,4.584,NA,0,0,0,NA,4.584,NA,29667.088,NA,0,0,0,0,5.354,5.354,NA,NA,0,0,0,0,0.055,4.904,NA,NA,0.332,0,0,NA,0,0,0,NA,0,0,0,NA,0.001,NA,0,0,NA,0,NA,0.06,0.06,NA,NA,NA,"Océanie"
"142","Nepal",2015,"NPL",27610328,70404489216,1.492,0.054,6.905,-0.687,-9.046,18.849,-0.943,-4.765,0.683,0.268,0.697,0.25,0.098,0.255,2.201,0.08,6.326,0.229,0.09,9.127,96.95,1369.604,23.913,0,0,2152.087,63.91,NA,979.096,0.384,0,0,0,0,1.313,1.427,11.945,0.433,22.55,0.817,6.61,0.239,3.212,0.116,NA,NA,27.033,0.103,0.019,0.046,0.015,0.026,0.006,0.061,0.003,0,0,0.3,0.012,NA,0,0,0.222,0.027,NA,39.41,36.26,-0.579,-8.384,2549.93309807837,"Asie"
"143","Netherlands",2015,"NLD",17041110,760077418496,0.249,0.015,164.143,6.487,4.115,166.378,6.121,3.819,9.763,0.219,0.169,9.632,0.216,0.167,43.546,2.555,170.323,9.995,0.224,55.675,10961.546,11586.72,3692.937,23.714,3518.961,638.892,3639.641,30.618,57713.578,1.294,1.037,0.061,66.148,3.882,10.941,11.022,2.235,0.131,17.5,1.027,8.83,0.518,51.889,3.045,0.075,1.273,983.503,0.017,0.462,0.406,0.296,0.157,0.722,0.519,0.515,0.148,1.681,0.089,0.682,0.389,0.27,0.974,0.041,0.435,0.421,187.82,186.45,6.181,3.766,44602.5768565545,"Europe"
"144","Netherlands Antilles",2015,"ANT",318504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.229,NA,NA,176748.422,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"145","New Caledonia",2015,"NCL",283041,NA,0.043,0.151,4.736,-0.137,-2.809,4.407,-0.137,-3.013,15.569,NA,0.224,16.734,NA,0.241,1.878,6.636,NA,NA,NA,1.47,123.162,144.853,39.704,0,0,52.688,81.989,NA,69435.07,NA,0,0,0,0,NA,NA,-0.33,-1.165,NA,NA,NA,NA,2.815,9.947,NA,NA,19.653,0.003,0.013,0.011,0.013,0.004,0.008,0.006,0.006,0,0,0.007,0.015,NA,0,0,-0.006,0.024,NA,NA,NA,NA,NA,NA,"Océanie"
"146","New Zealand",2015,"NZL",4590591,153714786304,0.621,0.135,35.813,0.374,1.056,33.761,-0.908,-2.62,7.354,0.22,0.134,7.801,0.233,0.142,5.47,1.191,38.682,8.426,0.252,31.319,1705.995,4529.327,600.867,24.027,284.621,3049.95,748.001,17.159,54939.535,1.641,1.348,0.294,8.305,1.809,17.904,14.262,-2.052,-0.447,33.1,7.21,15.18,3.307,19.371,4.22,0.152,0.699,252.205,0.043,0.101,0.082,0.037,0.088,0.112,0.203,0.084,0.15,0.136,0.425,0.14,0.218,0.351,0.122,-0.038,0.162,0.231,65.47,82.19,2.869,8.01,33484.7487619786,"Océanie"
"147","Nicaragua",2015,"NIC",6298610,28748328960,0.287,0.046,5.431,0.686,14.453,14.188,5.229,58.37,2.253,0.494,0.5,0.862,0.189,0.192,0,0,7.421,1.178,0.258,7.107,150.465,2830.717,0,0,0,4053.666,143.357,NA,4502.325,0.986,0,0,0,0,2.897,4.649,8.757,1.39,9.18,1.457,3.36,0.533,5.144,0.817,NA,NA,28.358,0.02,0.015,0.035,0,0.02,0.01,0.127,0,0,0,0.565,0.027,NA,0,0,0.163,0.043,NA,29.28,18.25,1.99,36.634,4564.23384842052,"Amérique"
"148","Niger",2015,"NER",20128132,17307856896,0.02,0.001,2.207,-0.038,-1.709,42.218,12.676,42.907,2.097,2.439,4.081,0.11,0.128,0.213,0.326,0.016,NA,NA,NA,0.791,37.669,898.599,10.17,0.549,0,1610.731,26.159,NA,513.999,0.598,0.099,0.005,0,0,1.781,1.842,40.011,1.988,22.76,1.131,10.48,0.521,1.762,0.088,NA,NA,10.346,0.001,0.006,0.103,0.002,0.002,0.002,0.04,0.001,0.003,0,0.225,0.005,NA,0.026,0,0.743,0.015,NA,37.08,35.85,NA,NA,859.883912526011,"Afrique"
"149","Nigeria",2015,"NGA",183995776,1048704581632,8.137,0.044,109.232,-13.764,-11.191,111.247,-13.434,-10.775,0.605,0.106,0.242,0.594,0.104,0.238,0.125,0.001,117.1,0.636,0.112,90.116,3279.563,13824.701,69.816,1159.03,536.397,11505.839,1424.205,NA,2495.863,0.438,14.397,0.078,32.448,0.176,1.518,1.769,2.015,0.011,124.08,0.674,36.11,0.196,54.125,0.294,NA,NA,459.228,0.563,0.307,0.272,0.001,0.253,0.216,0.62,0.01,7.24,0.256,1.605,0.267,NA,3.754,0.478,0.037,0.454,NA,325.43,279.34,7.868,7.203,5699.61226518591,"Afrique"
"150","Niue",2015,"NIU",1871,NA,0,0,0.007,-0.004,-33.333,NA,NA,NA,NA,NA,NA,3.917,NA,0.231,0,0,NA,NA,NA,0,0.242,NA,0,0,0,NA,0.242,NA,16946.316,NA,0,0,0,0,5.345,5.345,NA,NA,0,0,0,0,0.007,3.917,NA,NA,0.032,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0.01,0.01,NA,NA,NA,"Océanie"
"151","North America (excl. USA)",2015,"",NA,NA,33.115,0.135,1240.785,6.578,0.533,1657.309,119.022,7.737,6.748,0.388,0.23,5.052,0.29,0.172,131.142,0.534,1200.326,4.887,0.281,1143.078,55171.441,120227.812,10752.04,1139.995,11262.389,75264.203,30798.148,75.79,NA,NA,26.219,0.107,405.87,1.653,NA,NA,417.036,1.698,NA,NA,NA,NA,642.114,2.615,0.009,2.324,NA,2.293,3.489,4.048,0.892,3.213,3.632,5.388,1.5,7.121,5.381,10.499,5.772,0.962,6.836,5.979,7.743,5.383,0.768,NA,NA,-40.459,-3.261,NA,"Amérique"
"152","North Korea",2015,"PRK",25258012,44032954368,2.556,0.101,24.624,-5.92,-19.382,34.59,-5.957,-14.691,1.369,0.786,0.35,0.975,0.559,0.249,19.081,0.755,NA,NA,NA,139.343,4880.754,6073.167,4494.025,0,0,1335.235,247.386,NA,3908.553,2.242,0,0,0,0,1.856,1.988,9.966,0.395,17.28,0.684,2.32,0.092,2.987,0.118,NA,NA,98.722,0.177,0.069,0.084,0.13,0.392,0.321,0.272,0.627,0,0,0.186,0.046,NA,0,0,0.185,0.025,NA,50.21,46.87,NA,NA,1743.32621142155,"Asie"
"153","North Macedonia",2015,"MKD",2107965,26042277888,0.264,0.125,7.02,-0.44,-5.894,6.837,-0.256,-3.616,3.243,0.263,0.232,3.33,0.27,0.238,3.746,1.777,NA,NA,NA,16.356,599.456,926.725,398.276,0.21,3.239,470.971,181.375,NA,13986.548,1.132,0,0,0.231,0.109,4.943,4.943,-0.183,-0.087,2.39,1.134,0.56,0.266,2.78,1.319,NA,NA,29.483,0.018,0.02,0.017,0.025,0.046,0.039,0.042,0.056,0.001,0.002,0.066,0.034,NA,0,0.003,-0.003,0.023,NA,10.42,10.42,NA,NA,12354.2268908639,"Europe"
"154","Norway",2015,"NOR",5190357,429219184640,0.672,0.129,45.59,0.544,1.208,50.793,0.764,1.527,9.786,0.118,0.093,8.784,0.106,0.083,3.428,0.661,50.577,9.744,0.118,58.274,2413.923,3601.18,595.477,67.344,381.625,1188.272,1292.156,19.048,105563.781,1.277,1.522,0.293,15.506,2.987,9.493,5.844,5.203,1.002,4.76,0.917,3.35,0.645,23.891,4.603,0.11,0.571,547.914,0.047,0.128,0.124,0.023,0.164,0.159,0.161,0.083,0.421,0.182,0.166,0.242,0.242,0.397,0.228,0.097,0.2,0.189,30.33,49.27,4.987,10.938,82695.503342063,"Europe"
"155","Oman",2015,"OMN",4191784,161733820416,1.851,0.442,67.376,1.48,2.245,67.596,1.37,2.068,16.126,0.418,0.201,16.073,0.417,0.201,0,0,65.898,15.721,0.407,27.432,971.649,973.517,0,121.5,546.48,-5.203,276.236,NA,80053.211,2.075,4.574,1.091,48.249,11.51,21.824,21.824,0.22,0.052,18.38,4.385,1.03,0.246,12.702,3.03,NA,NA,335.566,0.128,0.189,0.165,0,0.077,0.064,0.044,0,0.759,0.261,-0.001,0.052,NA,1.193,0.711,0.004,0.106,NA,91.48,91.48,-1.479,-2.194,38583.5292123831,"Asie"
"156","Pakistan",2015,"PAK",210969296,1039812853760,12.682,0.06,166.411,9.881,6.313,197.005,34.357,21.123,0.934,0.189,0.241,0.789,0.16,0.204,18.027,0.085,188.117,0.892,0.181,223.911,4010.97,6368.937,511.64,28.662,1485.851,3196.913,1760.906,NA,3867.193,0.785,0.896,0.004,64.406,0.305,1.775,1.801,30.594,0.145,146.05,0.692,58.25,0.276,70.4,0.334,NA,NA,815.859,0.878,0.468,0.481,0.123,0.629,0.264,0.285,0.071,0.179,0.71,0.446,0.33,NA,0.234,0.949,0.568,0.59,NA,379.96,374.51,21.707,13.044,4928.74021705983,"Asie"
"157","Palau",2015,"PLW",17822,NA,0,0,0.205,NA,-6.667,NA,NA,NA,NA,NA,NA,11.513,NA,NA,0,0,NA,NA,NA,0,9.482,NA,0,0,0,NA,9.482,NA,NA,NA,0,0,0,0,12.905,12.905,NA,NA,0.02,1.122,0,0,0.205,11.513,NA,NA,NA,0,0.001,NA,0,0,0.001,NA,0,0,0,NA,0.002,NA,0,0,NA,0.002,NA,0.23,0.23,NA,NA,NA,"Océanie"
"158","Palestine",2015,"PSE",4484615,21808076800,0,0,3.006,0.169,5.962,3.079,0.169,5.811,0.687,0.141,0.168,0.67,0.138,0.164,0,0,NA,NA,NA,0,44.102,42.27,0,0.006,0,10.516,44.096,NA,4080.167,0.839,0.001,0,0,0,NA,NA,0.073,0.016,NA,NA,NA,NA,3.004,0.67,NA,NA,18.298,0,0.008,0.008,0,0,0.003,0.002,0,0,0,0.001,0.008,NA,0,0,0.001,0.025,NA,NA,NA,NA,NA,4862.86488360762,"Asie"
"159","Panama",2015,"PAN",3957102,75784011776,0.764,0.193,10.788,-0.067,-0.617,15.405,-0.653,-4.068,3.893,0.203,0.137,2.726,0.142,0.096,0.938,0.237,1.361,0.344,0.018,15.93,253.591,1275.993,6.529,0,0.407,1806.022,230.725,NA,28397.248,1.483,0,0,0,0,4.46,5.575,4.617,1.167,4.7,1.188,1.34,0.339,9.087,2.296,NA,NA,112.371,0.053,0.03,0.038,0.006,0.045,0.017,0.057,0.001,0,0,0.252,0.043,NA,0,0,0.086,0.076,NA,22.06,17.65,-9.427,-87.383,19151.392048019,"Amérique"
"160","Papua New Guinea",2015,"PNG",8682172,NA,0,0,6.503,-0.095,-1.434,37.061,-0.424,-1.132,4.269,NA,1.402,0.749,NA,0.246,0,0,NA,NA,NA,0,137.688,1499.964,0.051,0.878,7.247,1362.275,129.512,NA,3044.693,NA,0.139,0.016,0.81,0.093,2.442,7.179,30.558,3.52,11.28,1.299,4.27,0.492,5.554,0.64,NA,NA,26.435,0,0.018,0.091,0,0,0.009,0.067,0,0.005,0.003,0.19,0.024,NA,0.036,0.012,0.567,0.047,NA,62.33,21.2,NA,NA,NA,"Océanie"
"161","Paraguay",2015,"PRY",6177954,58522324992,0.35,0.057,6.048,0.589,10.799,57.637,-27.697,-32.457,9.329,0.985,0.422,0.979,0.103,0.044,0.011,0.002,9.939,1.609,0.17,7.66,138.051,4177.611,0.018,0,0,4907.928,130.373,NA,22126.939,2.336,0,0,0,0,7.517,18.561,51.589,8.351,28.82,4.665,10.05,1.627,5.687,0.921,NA,NA,136.699,0.024,0.017,0.141,0,0.022,0.009,0.187,0,0,0,0.685,0.024,NA,0,0,0.958,0.048,NA,114.67,46.44,3.891,64.343,9472.7680057184,"Amérique"
"162","Peru",2015,"PER",30711864,349008592896,4.476,0.146,49.228,-0.16,-0.325,79.822,20.981,35.657,2.599,0.229,0.278,1.603,0.141,0.172,3.089,0.101,61.934,2.017,0.177,90.192,1672.621,6760.451,104.234,78.32,161.369,5430.304,1238.506,NA,9338.733,0.822,0.425,0.014,16.245,0.529,3.163,6.06,30.594,0.996,31.78,1.035,9.95,0.324,24.994,0.814,NA,NA,286.81,0.31,0.138,0.195,0.021,0.254,0.11,0.303,0.015,0.489,0.077,0.757,0.232,NA,0.111,0.239,0.568,0.21,NA,186.12,97.15,12.706,25.811,11363.9664754962,"Amérique"
"163","Philippines",2015,"PHL",103031360,753489674240,9.206,0.089,112.449,10.966,10.805,148.393,3.747,2.591,1.44,0.197,0.335,1.091,0.149,0.254,46.419,0.451,143.892,1.397,0.191,186.682,2710.912,12628.664,499.935,1.065,89.406,13283.209,1933.824,NA,4304.071,0.589,0.303,0.003,6.661,0.065,1.866,1.891,35.944,0.349,63.71,0.618,12.65,0.123,49.86,0.484,NA,NA,443.454,0.637,0.316,0.362,0.316,0.525,0.178,0.566,0.07,0.007,0.043,1.853,0.362,NA,0.079,0.098,0.667,0.418,NA,194.8,192.3,31.443,27.962,7313.20710742826,"Asie"
"164","Poland",2015,"POL",38553148,927975669760,6.342,0.164,313.456,3.137,1.011,256.7,4.346,1.722,6.658,0.277,0.231,8.13,0.338,0.282,201.647,5.23,309.938,8.039,0.334,379.193,26246.338,24787.191,22072.211,88.099,1012.067,-1398.989,2575.742,119.028,28851.459,1.199,4.747,0.123,30.634,0.795,9.042,8.339,-56.755,-1.472,29.99,0.778,20.5,0.532,65.701,1.704,0.114,4.385,1112.315,0.439,0.882,0.627,1.371,1.066,1.728,1.111,3.08,0.55,0.484,-0.195,0.483,1.51,1.238,0.451,-1.054,0.551,1.448,321.5,348.61,-3.518,-1.122,24070.0362460674,"Europe"
"165","Portugal",2015,"PRT",10365436,256506757120,2.921,0.282,52.27,4.324,9.02,47.177,4.031,9.344,4.551,0.184,0.162,5.043,0.204,0.179,12.575,1.213,52.122,5.028,0.203,147.837,2368.741,2792.116,609.349,12.432,154.805,493.358,1423.659,20.658,28096.076,1.135,1.139,0.11,9.111,0.879,6.513,6.437,-5.093,-0.491,11.5,1.109,3.24,0.313,25.646,2.474,0.085,0.878,291.228,0.202,0.147,0.115,0.085,0.416,0.156,0.125,0.085,0.078,0.074,0.069,0.267,0.262,0.297,0.134,-0.095,0.215,0.29,66.72,67.51,-0.148,-0.283,24746.3548199999,"Europe"
"166","Puerto Rico",2015,"PRI",3497335,122888634368,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.983,NA,NA,26720.693,0.76,NA,NA,NA,NA,NA,NA,-1.099,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,93.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,-0.02,NA,NA,NA,NA,NA,NA,35137.7933106208,"Amérique"
"167","Qatar",2015,"QAT",2414580,374985752576,2.403,0.995,91.327,-0.221,-0.242,91.327,-0.221,-0.242,37.823,0.244,0.154,37.823,0.244,0.154,0,0,67.601,27.997,0.18,23.398,1582.422,1583.338,0,166.891,1115.063,0.916,277.069,NA,245265.891,1.579,2.088,0.865,83.701,34.665,44.227,44.227,0,0,20.86,8.639,0.56,0.232,3.136,1.299,NA,NA,592.214,0.166,0.257,0.223,0,0.066,0.104,0.071,0,1.043,0.533,0,0.052,NA,0.544,1.233,0,0.026,NA,106.79,106.79,-23.726,-25.98,155300.612353287,"Asie"
"168","Reunion",2015,"REU",922501,NA,0,0,4.411,0.067,1.55,4.595,0.067,1.487,4.981,NA,0.334,4.782,NA,0.321,2.025,2.195,NA,NA,NA,0,101.778,151.755,30.286,0,0,49.977,71.492,NA,14901.238,NA,0,0,0,0,NA,NA,0.183,0.199,NA,NA,NA,NA,2.387,2.587,NA,NA,13.746,0,0.012,0.011,0.014,0,0.007,0.007,0.004,0,0,0.007,0.013,NA,0,0,0.003,0.02,NA,NA,NA,NA,NA,NA,"Afrique"
"169","Romania",2015,"ROU",19906078,377295405056,3.337,0.168,77.996,-0.457,-0.583,64,-6.942,-9.786,3.215,0.17,0.167,3.918,0.207,0.204,24.682,1.24,79.767,4.007,0.211,243.445,8179.044,11475.032,2455.885,24.044,2792.53,3503.114,2633.404,29.737,19213.441,1.014,0.784,0.039,23.468,1.179,5.066,-9.257,-13.996,-0.703,17.31,0.87,8.53,0.429,24.569,1.234,0.058,1.155,382.464,0.231,0.219,0.156,0.168,0.684,0.538,0.514,0.343,0.15,1.334,0.489,0.494,0.377,0.205,0.346,-0.26,0.206,0.382,-184.27,100.85,1.771,2.27,18953.7790948071,"Europe"
"170","Russia",2015,"RUS",144668384,3463078477824,23.171,0.16,1629.713,-1.949,-0.119,1840.247,126.108,7.357,12.72,0.531,0.234,11.265,0.471,0.207,414.059,2.862,1317.607,9.108,0.38,1535.331,107496.133,200821.328,43250.816,1178.367,30242.078,96777.711,30832.107,457.439,54470.105,2.275,33.023,0.228,736.698,5.092,15.811,11.079,210.533,1.455,612.01,4.23,58.68,0.406,405.865,2.805,0.117,16.897,7880.102,1.604,4.583,4.495,2.815,4.316,7.077,9,6.035,7.361,14.45,13.5,5.778,5.805,8.61,10.853,3.909,3.402,5.581,1602.81,2287.29,-312.106,-19.151,23938.0463240952,"Europe"
"171","Rwanda",2015,"RWA",11642963,18832035840,0.065,0.006,0.97,0.143,17.292,3.425,-0.15,-4.198,0.294,0.182,0.674,0.083,0.052,0.191,0,0,1.072,0.092,0.057,0.871,23.286,439.077,0.012,0.022,0.092,701.07,22.29,NA,436.214,0.27,0,0,0.048,0.004,0.434,0.587,2.455,0.211,1.92,0.165,1.98,0.17,0.857,0.074,NA,NA,5.079,0.005,0.003,0.008,0,0.002,0.002,0.02,0,0,0,0.098,0.004,NA,0,0.001,0.046,0.007,NA,6.83,5.05,0.102,10.483,1617.46076492728,"Afrique"
"172","Saint Helena",2015,"SHN",5520,NA,0,0,0.011,0,0,NA,NA,NA,NA,NA,NA,1.991,NA,0.28,0,0,NA,NA,NA,0,0.322,NA,0,0,0,NA,0.322,NA,7114.407,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1.991,NA,NA,0.039,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,"Afrique"
"173","Saint Kitts and Nevis",2015,"KNA",47814,NA,0,0,0.234,0.004,1.587,0.161,0.004,2.326,3.372,NA,0.151,4.904,NA,0.219,0,0,NA,NA,NA,0,5.163,1.718,0,0,0,-1.319,5.163,NA,22357.986,NA,0,0,0,0,6.902,6.902,-0.073,-1.533,0.08,1.673,0.01,0.209,0.234,4.904,NA,NA,1.069,0,0.001,0,0,0,0,0,0,0,0,0,0.001,NA,0,0,-0.001,0.002,NA,0.33,0.33,NA,NA,NA,"Amérique"
"174","Saint Lucia",2015,"LCA",175638,1670339968,0,0,0.48,-0.004,-0.758,0.407,0.033,8.824,2.316,0.243,0.221,2.733,0.287,0.261,0,0,NA,NA,NA,0,11.926,12.403,0,0,0,2.675,11.926,NA,10483.141,1.102,0,0,0,0,4.726,3.872,-0.073,-0.417,0.26,1.48,0.03,0.171,0.48,2.733,NA,NA,1.841,0,0.001,0.001,0,0,0.001,0.001,0,0,0,0,0.002,NA,0,0,-0.001,0.004,NA,0.68,0.83,NA,NA,9510.12860542707,"Amérique"
"175","Saint Martin (French part)",2015,"MAF",35042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"176","Saint Pierre and Miquelon",2015,"SPM",6001,NA,0,0,0.066,0,0,0.066,0,0,10.99,NA,0.165,10.99,NA,0.165,0,0,NA,NA,NA,0,3.378,4.551,0.495,0,0,1.392,2.883,NA,66489.945,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.066,10.99,NA,NA,0.399,0,0,0,0,0,0,0,0,0,0,0,0.001,NA,0,0,0,0.001,NA,NA,NA,NA,NA,NA,"Amérique"
"177","Saint Vincent and the Grenadines",2015,"VCT",106493,NA,0,0,0.234,-0.018,-7.246,0.234,-0.055,-18.987,2.202,NA,0.236,2.202,NA,0.236,0,0,NA,NA,NA,0,5.822,8.68,0,0,0,2.858,5.822,NA,9347.271,NA,0,0,0,0,3.099,3.099,0,0,0.07,0.657,0.01,0.094,0.234,2.202,NA,NA,0.995,0,0.001,0.001,0,0,0,0,0,0,0,0,0.001,NA,0,0,0,0.002,NA,0.33,0.33,NA,NA,NA,"Amérique"
"178","Samoa",2015,"WSM",203586,NA,0,0,0.227,0.026,12.727,0.007,0.062,-113.333,0.036,NA,0.005,1.116,NA,0.163,0,0,NA,NA,NA,0,5.569,9.087,0,0,0,10.845,5.569,NA,6864.225,NA,0,0,0,0,2.996,3.487,-0.22,-1.08,0.3,1.474,0.06,0.295,0.227,1.116,NA,NA,1.397,0,0.001,0,0,0,0,0,0,0,0,0.002,0.001,NA,0,0,-0.004,0.002,NA,0.71,0.61,NA,NA,NA,"Océanie"
