"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"148","Pakistan",1955,"PAK",41023128,44967657472,0.34,0.008,7.437,0.219,3.04,88.668,2.784,3.242,2.161,1.972,NA,0.181,0.165,NA,3.721,0.091,NA,NA,NA,2.039,43.748,835.136,26.038,0,0.062,1630.333,15.61,NA,NA,NA,0,0,0.062,0.002,NA,NA,81.231,1.98,NA,NA,NA,NA,3.315,0.081,NA,NA,NA,0.316,0.1,0.651,0.085,0.151,0.017,0.125,0.012,0,0.001,0.397,0.042,NA,0,0.011,1.313,0.143,NA,NA,NA,NA,NA,1096.15379578076,"Asie"
"149","Palau",1955,"PLW",8278,NA,0,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,1.328,NA,NA,0,0,NA,NA,NA,0,0.011,NA,0,0,0,NA,0.011,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1.328,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,"Océanie"
"150","Palestine",1955,"PSE",997124,1967817984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,1973.49375203084,"Asie"
"151","Panama",1955,"PAN",980011,2796425984,0.036,0.037,0.714,0.077,12.075,30.356,1.946,6.848,30.975,10.855,NA,0.729,0.255,NA,0,0,NA,NA,NA,0.269,3.929,212.887,0,0,0,992.578,3.66,NA,NA,NA,0,0,0,0,NA,NA,29.642,30.246,NA,NA,NA,NA,0.678,0.692,NA,NA,NA,0.034,0.01,0.223,0,0.02,0.001,0.032,0,0,0,0.242,0.01,NA,0,0,0.479,0.029,NA,NA,NA,NA,NA,2853.46387336469,"Amérique"
"152","Panama Canal Zone (GCP)",1955,"",NA,NA,0,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"153","Papua New Guinea",1955,"PNG",1734929,NA,0,0,0.128,0.033,34.615,1.154,0.143,14.13,0.665,NA,NA,0.074,NA,NA,0,0,NA,NA,NA,0,0.52,-179.822,0,0,0,-180.342,0.52,NA,NA,NA,0,0,0,0,NA,NA,1.026,0.591,NA,NA,NA,NA,0.128,0.074,NA,NA,NA,0,0.002,0.008,0,0,0,-0.027,0,0,0,-0.044,0.001,NA,0,0,0.017,0.006,NA,NA,NA,NA,NA,NA,"Océanie"
"154","Paraguay",1955,"PRY",1685755,3870313728,0.007,0.004,0.19,0.007,3.985,35.695,1.143,3.309,21.174,9.223,NA,0.113,0.049,NA,0,0,NA,NA,NA,0.015,0.707,184.97,0,0,0,1052.63,0.692,NA,NA,NA,0,0,0,0,NA,NA,35.504,21.061,NA,NA,NA,NA,0.183,0.109,NA,NA,NA,0.007,0.003,0.262,0,0.001,0,0.028,0,0,0,0.256,0.002,NA,0,0,0.574,0.008,NA,NA,NA,NA,NA,2295.89337003301,"Amérique"
"155","Peru",1955,"PER",8825900,37365493760,0.269,0.03,6.124,-0.11,-1.767,38.99,-1.979,-4.83,4.418,1.043,NA,0.694,0.164,NA,0.322,0.037,NA,NA,NA,2.722,221.811,1708.772,26.939,0,6.475,1829.435,185.675,NA,NA,NA,0,0,0.125,0.014,NA,NA,32.866,3.724,NA,NA,NA,NA,5.408,0.613,NA,NA,NA,0.25,0.082,0.286,0.007,0.202,0.084,0.255,0.012,0,0.089,0.445,0.497,NA,0,0.023,0.531,0.234,NA,NA,NA,NA,NA,4233.618527289,"Amérique"
"156","Philippines",1955,"PHL",23027910,53157363712,0.196,0.009,6.616,1.286,24.123,199.305,12.095,6.46,8.655,3.749,NA,0.287,0.124,NA,0.154,0.007,NA,NA,NA,1.897,30.388,3998.354,3.217,0,0,7333.422,25.274,NA,NA,NA,0,0,0,0,NA,NA,192.69,8.368,NA,NA,NA,NA,6.266,0.272,NA,NA,NA,0.182,0.089,1.462,0.004,0.14,0.011,0.596,0.001,0,0,1.785,0.068,NA,0,0,3.115,0.271,NA,NA,NA,NA,NA,2308.38854728892,"Asie"
"157","Poland",1955,"POL",27099200,121240854528,1.886,0.07,154.202,6.634,4.495,148.413,12.13,8.9,5.477,1.224,NA,5.69,1.272,NA,147.777,5.453,NA,NA,NA,17.619,6257.525,7357.021,6099.482,0,18.151,1159.656,122.271,NA,NA,NA,0,0,0.986,0.036,NA,NA,-5.789,-0.214,NA,NA,NA,NA,3.554,0.131,NA,NA,NA,1.753,2.072,1.089,3.379,1.305,2.366,1.097,2.8,0,0.251,0.282,0.327,NA,0,0.18,-0.094,0.154,NA,NA,NA,NA,NA,4473.96434315404,"Europe"
"158","Portugal",1955,"PRT",8665454,34292307968,0.385,0.044,6.46,0.671,11.581,10.381,0.414,4.154,1.198,0.303,NA,0.746,0.188,NA,2.223,0.257,NA,NA,NA,4.783,239.315,737.729,198.025,0,0,568.396,36.508,NA,NA,NA,0,0,0,0,NA,NA,3.92,0.452,NA,NA,NA,NA,3.852,0.445,NA,NA,NA,0.358,0.087,0.076,0.051,0.354,0.09,0.11,0.091,0,0,0.138,0.098,NA,0,0,0.063,0.167,NA,NA,NA,NA,NA,3957.35849131505,"Europe"
"159","Puerto Rico",1955,"PRI",2309785,9497249792,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.795,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,4111.74624131683,"Amérique"
"160","Qatar",1955,"QAT",28688,1751959936,0,0,0.418,-0.191,-31.325,0.418,-0.191,-31.325,14.56,0.238,NA,14.56,0.238,NA,0,0,NA,NA,NA,0,2.587,2.587,0,0,0,0,2.587,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.418,14.56,NA,NA,NA,0,0.006,0.003,0,0,0.001,0,0,0,0,0,0.007,NA,0,0,0,0.018,NA,NA,NA,NA,NA,61069.4344673731,"Asie"
"161","Reunion",1955,"REU",301374,NA,0,0,0.04,0.004,10,0.956,0.004,0.385,3.173,NA,NA,0.134,NA,NA,0,0,NA,NA,NA,0,0.187,31.001,0,0,0,30.814,0.187,NA,NA,NA,0,0,0,0,NA,NA,0.916,3.039,NA,NA,NA,NA,0.04,0.134,NA,NA,NA,0,0.001,0.007,0,0,0,0.005,0,0,0,0.007,0.001,NA,0,0,0.015,0.002,NA,NA,NA,NA,NA,NA,"Afrique"
"162","Romania",1955,"ROU",17455292,24584175616,0.956,0.055,36.782,3.278,9.784,84.121,4.634,5.829,4.819,3.422,NA,2.107,1.496,NA,11.202,0.642,NA,NA,NA,8.432,867.508,3507.749,163.992,0,120.598,2847.368,574.486,NA,NA,NA,0,0,10.755,0.616,NA,NA,47.339,2.712,NA,NA,NA,NA,13.87,0.795,NA,NA,NA,0.889,0.494,0.617,0.256,0.624,0.328,0.523,0.075,0,1.664,0.693,1.539,NA,0,1.965,0.765,0.6,NA,NA,NA,NA,NA,1408.40815587617,"Europe"
"163","Russia",1955,"RUS",110971856,NA,6.825,0.061,631.061,74.522,13.39,1078.325,140.84,15.023,9.717,NA,NA,5.687,NA,NA,483.33,4.355,NA,NA,NA,54.443,9306.118,86160.414,6986.664,0,104.925,80306.82,2160.086,NA,NA,NA,0,0,12.267,0.111,NA,NA,447.264,4.03,NA,NA,NA,NA,128.64,1.159,NA,NA,NA,6.345,8.478,7.912,11.053,4.031,3.519,12.846,3.207,0,1.448,19.546,5.785,NA,0,2.242,7.231,5.564,NA,NA,NA,NA,NA,NA,"Europe"
"164","Rwanda",1955,"RWA",2537918,3070633472,0,0,0.014,0.002,20.002,11.629,1.358,13.222,4.582,3.787,NA,0.006,0.005,NA,0,0,NA,NA,NA,0,0.12,62.628,0.004,0,0,347.787,0.116,NA,NA,NA,0,0,0,0,NA,NA,11.615,4.577,NA,NA,NA,NA,0.014,0.006,NA,NA,NA,0,0,0.085,0,0,0,0.009,0,0,0,0.085,0,NA,0,0,0.188,0.001,NA,NA,NA,NA,NA,1209.90255477127,"Afrique"
"165","Saint Kitts and Nevis",1955,"KNA",52363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,1.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"166","Saint Lucia",1955,"LCA",88481,120400000,0,0,0.011,0.004,50,0.048,0.004,8.333,0.538,0.396,NA,0.124,0.091,NA,0,0,NA,NA,NA,0,0.051,0.271,0,0,0,2.418,0.051,NA,NA,NA,0,0,0,0,NA,NA,0.037,0.414,NA,NA,NA,NA,0.011,0.124,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.001,0,NA,0,0,0.001,0,NA,NA,NA,NA,NA,1360.74411455567,"Amérique"
"167","Saint Martin (French part)",1955,"MAF",3560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"168","Saint Pierre and Miquelon",1955,"SPM",4750,NA,0,0,0.037,0.004,11.111,0.11,0.04,57.895,23.141,NA,NA,7.714,NA,NA,0.026,5.4,NA,NA,NA,0,0.169,0.425,0.147,0,0,0.476,0.022,NA,NA,NA,0,0,0,0,NA,NA,0.073,15.427,NA,NA,NA,NA,0.011,2.314,NA,NA,NA,0,0,0.001,0.001,0,0,0,0,0,0,0,0,NA,0,0,0.001,0,NA,NA,NA,NA,NA,NA,"Amérique"
"169","Saint Vincent and the Grenadines",1955,"VCT",71837,NA,0,0,0.007,0,0,0.081,0,0,1.122,NA,NA,0.102,NA,NA,0,0,NA,NA,NA,0,0.04,0.37,0,0,0,0.33,0.04,NA,NA,NA,0,0,0,0,NA,NA,0.073,1.02,NA,NA,NA,NA,0.007,0.102,NA,NA,NA,0,0,0.001,0,0,0,0,0,0,0,0,0,NA,0,0,0.001,0,NA,NA,NA,NA,NA,NA,"Amérique"
"170","Samoa",1955,"WSM",98054,NA,0,0,0.011,0,0,0.341,0,0,3.475,NA,NA,0.112,NA,NA,0,0,NA,NA,NA,0,0.044,1.986,0,0,0,9.27,0.044,NA,NA,NA,0,0,0,0,NA,NA,0.33,3.363,NA,NA,NA,NA,0.011,0.112,NA,NA,NA,0,0,0.003,0,0,0,0,0,0,0,0.002,0,NA,0,0,0.005,0,NA,NA,NA,NA,NA,NA,"Océanie"
"171","Sao Tome and Principe",1955,"STP",65312,71460000,0,0,0.004,0,0,0.04,0.037,1000,0.617,0.564,NA,0.056,0.051,NA,0,0,NA,NA,NA,0,0.018,0.018,0,0,0,5.643,0.018,NA,NA,NA,0,0,0,0,NA,NA,0.037,0.561,NA,NA,NA,NA,0.004,0.056,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.001,0,NA,0,0,0.001,0,NA,NA,NA,NA,NA,1094.13277804998,"Afrique"
"172","Saudi Arabia",1955,"SAU",3581915,19764910080,NA,NA,2.114,0.876,70.71,2.774,0.912,49.016,0.774,0.14,NA,0.59,0.107,NA,0,0,NA,NA,NA,NA,129.999,125.712,0,0,0.004,-38.362,129.995,NA,NA,NA,0,0,0,0,NA,NA,0.66,0.184,NA,NA,NA,NA,2.114,0.59,NA,NA,NA,NA,0.028,0.02,0,NA,0.049,0.019,0,0,0,-0.009,0.348,NA,0,0,0.011,0.091,NA,NA,NA,NA,NA,5517.97295022355,"Asie"
"173","Senegal",1955,"SEN",2847264,6377634304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.656,5.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,2239.91674252897,"Afrique"
"174","Serbia",1955,"SRB",6348550,16313853952,0.262,0.041,9.988,1.266,14.513,28.638,0.68,2.431,4.511,1.755,NA,1.573,0.612,NA,9.312,1.467,NA,NA,NA,3.352,160.361,1033.712,153.789,0,0.263,1566.58,2.958,NA,NA,NA,0,0,0.059,0.009,NA,NA,18.65,2.938,NA,NA,NA,NA,0.355,0.056,NA,NA,NA,0.244,0.134,0.21,0.213,0.248,0.061,0.154,0.071,0,0.004,0.381,0.008,NA,0,0.011,0.302,0.015,NA,NA,NA,NA,NA,2569.69763993353,"Europe"
"175","Sierra Leone",1955,"SLE",2135649,2331251968,0,0,0.183,0.059,47.059,20.848,0.352,1.716,9.762,8.943,NA,0.086,0.079,NA,0.081,0.038,NA,NA,NA,0,0.909,1455.26,0.464,0,0,1454.351,0.445,NA,NA,NA,0,0,0,0,NA,NA,20.665,9.676,NA,NA,NA,NA,0.103,0.048,NA,NA,NA,0,0.002,0.153,0.002,0,0,0.217,0,0,0,0.354,0.001,NA,0,0,0.334,0.004,NA,NA,NA,NA,NA,1091.58947373843,"Afrique"
"176","Singapore",1955,"SGP",1267618,3846002944,0,0,4.053,0.282,7.464,4.163,0.245,6.25,3.284,1.082,NA,3.197,1.054,NA,0.508,0.401,NA,NA,NA,0,19.487,56.493,4.134,0,0,37.006,15.353,NA,NA,NA,0,0,0,0,NA,NA,0.11,0.087,NA,NA,NA,NA,3.544,2.796,NA,NA,NA,0,0.054,0.031,0.012,0,0.007,0.008,0.002,0,0,0.009,0.041,NA,0,0,0.002,0.153,NA,NA,NA,NA,NA,3034.03939041572,"Asie"
"177","Sint Maarten (Dutch part)",1955,"SXM",1993,NA,0,0,1.286,-0.269,-17.283,1.286,-0.269,-17.283,645.008,NA,NA,645.008,NA,NA,0,0,NA,NA,NA,0,12.805,12.915,0,0,0,0.11,12.805,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1.286,645.008,NA,NA,NA,0,0.017,0.009,0,0,0.005,0.002,0,0,0,0,0.034,NA,0,0,0,0.056,NA,NA,NA,NA,NA,NA,"Amérique"
"178","Slovakia",1955,"SVK",3796627,NA,0.524,0.138,24.228,0.879,3.766,30.164,1.356,4.706,7.945,NA,NA,6.382,NA,NA,22.508,5.928,NA,NA,NA,5.447,993.687,1307.618,981.59,0,0.779,365.594,5.87,NA,NA,NA,0,0,0.173,0.046,NA,NA,5.936,1.563,NA,NA,NA,NA,1.024,0.27,NA,NA,NA,0.487,0.326,0.221,0.515,0.403,0.376,0.195,0.451,0,0.011,0.089,0.016,NA,0,0.032,0.096,0.044,NA,NA,NA,NA,NA,NA,"Europe"
"179","Slovenia",1955,"SVN",1521776,7590530048,0.137,0.09,2.832,0.359,14.52,5.543,0.249,4.706,3.643,0.73,NA,1.861,0.373,NA,2.216,1.456,NA,NA,NA,1.808,45.529,241.186,39.732,0,0.095,285.169,3.893,NA,NA,NA,0,0,0.021,0.014,NA,NA,2.711,1.782,NA,NA,NA,NA,0.458,0.301,NA,NA,NA,0.127,0.038,0.041,0.051,0.134,0.017,0.036,0.018,0,0.001,0.069,0.01,NA,0,0.004,0.044,0.02,NA,NA,NA,NA,NA,4987.9417522684,"Europe"
"180","Solomon Islands",1955,"SLB",117322,NA,0,0,0.011,0.007,200,1.147,-0.286,-19.949,9.775,NA,NA,0.094,NA,NA,0,0,NA,NA,NA,0,0.022,4.602,0,0,0,21.324,0.022,NA,NA,NA,0,0,0,0,NA,NA,1.136,9.681,NA,NA,NA,NA,0.011,0.094,NA,NA,NA,0,0,0.008,0,0,0,0.001,0,0,0,0.005,0,NA,0,0,0.018,0,NA,NA,NA,NA,NA,NA,"Océanie"
"181","Somalia",1955,"SOM",2529916,NA,0,0,0.066,0.018,38.462,9.373,0.385,4.28,3.705,NA,NA,0.026,NA,NA,0,0,NA,NA,NA,0,0.304,50.098,0,0,0,203.462,0.304,NA,NA,NA,0,0,0,0,NA,NA,9.307,3.679,NA,NA,NA,NA,0.066,0.026,NA,NA,NA,0,0.001,0.069,0,0,0,0.007,0,0,0,0.05,0.001,NA,0,0,0.15,0.003,NA,NA,NA,NA,NA,NA,"Afrique"
"182","South Africa",1955,"ZAF",14594134,69327536128,1.156,0.079,82.936,9.038,12.231,176.771,10.211,6.13,12.112,2.55,NA,5.683,1.196,NA,74.152,5.081,NA,NA,NA,14.148,1856.796,5034.143,1805.612,0,0,3563.203,37.036,NA,NA,NA,0,0,0,0,NA,NA,93.835,6.43,NA,NA,NA,NA,7.628,0.523,NA,NA,NA,1.074,1.114,1.297,1.696,1.048,0.702,0.751,0.829,0,0,0.867,0.099,NA,0,0,1.517,0.33,NA,NA,NA,NA,NA,4750.3699861876,"Afrique"
"183","South Korea",1955,"KOR",22075012,30416828416,0.029,0.001,6.445,1.286,24.93,4.869,0.333,7.351,0.221,0.16,NA,0.292,0.212,NA,5.294,0.24,NA,NA,NA,0.35,38.63,382.936,33.37,0,0,395.419,4.91,NA,NA,NA,0,0,0,0,NA,NA,-1.576,-0.071,NA,NA,NA,NA,1.121,0.051,NA,NA,NA,0.027,0.087,0.036,0.121,0.026,0.015,0.057,0.015,0,0,0.096,0.013,NA,0,0,-0.025,0.048,NA,NA,NA,NA,NA,1377.88502293906,"Asie"
"184","South Sudan",1955,"SSD",2695354,NA,0,0,0.077,0.009,13.453,11.142,0.449,4.197,4.134,NA,NA,0.029,NA,NA,0.01,0.004,NA,NA,NA,0,0.384,59.374,0.064,0,0,481.12,0.32,NA,NA,NA,0,0,0,0,NA,NA,11.065,4.105,NA,NA,NA,NA,0.067,0.025,NA,NA,NA,0,0.001,0.082,0,0,0,0.009,0,0,0,0.117,0.001,NA,0,0,0.179,0.003,NA,NA,NA,NA,NA,NA,"Afrique"
"185","Spain",1955,"ESP",29095376,130233868288,2.141,0.074,40.272,0.547,1.378,58.519,1.17,2.041,2.011,0.449,NA,1.384,0.309,NA,29.605,1.018,NA,NA,NA,26.694,1356.103,4029.933,1231.872,0,7.921,2676.076,89.615,NA,NA,NA,0,0,0,0,NA,NA,18.247,0.627,NA,NA,NA,NA,8.526,0.293,NA,NA,NA,1.99,0.541,0.429,0.677,1.977,0.513,0.601,0.565,0,0.109,0.651,0.24,NA,0,0,0.295,0.369,NA,NA,NA,NA,NA,4476.10191695065,"Europe"
"186","Sri Lanka",1955,"LKA",8749630,18526443520,0.036,0.004,1.663,-0.121,-6.776,25.406,1.748,7.388,2.904,1.371,NA,0.19,0.09,NA,0.508,0.058,NA,NA,NA,0.171,10.624,146.852,4.949,0,0,1341.61,5.504,NA,NA,NA,0,0,0,0,NA,NA,23.743,2.714,NA,NA,NA,NA,1.119,0.128,NA,NA,NA,0.034,0.022,0.186,0.012,0.013,0.004,0.022,0.002,0,0,0.327,0.015,NA,0,0,0.384,0.048,NA,NA,NA,NA,NA,2117.39736651721,"Asie"
"187","Sudan",1955,"SDN",7193070,NA,0.033,0.005,0.85,0.101,13.425,28.769,0.943,3.39,4,NA,NA,0.118,NA,NA,0.121,0.017,NA,NA,NA,0.033,4.222,151.661,0.76,0,0,550.369,3.429,NA,NA,NA,0,0,0,0,NA,NA,27.92,3.881,NA,NA,NA,NA,0.695,0.097,NA,NA,NA,0.031,0.011,0.211,0.003,0.002,0.002,0.023,0,0,0,0.134,0.009,NA,0,0,0.451,0.03,NA,NA,NA,NA,NA,NA,"Afrique"
"188","Suriname",1955,"SUR",227154,NA,0,0,0.311,-0.026,-7.609,1.154,-0.026,-2.174,5.081,NA,NA,1.371,NA,NA,0.004,0.016,NA,NA,NA,0,1.674,6.767,0.029,0,0,60.016,1.645,NA,NA,NA,0,0,0,0,NA,NA,0.843,3.71,NA,NA,NA,NA,0.308,1.355,NA,NA,NA,0,0.004,0.008,0,0,0.001,0.001,0,0,0,0.015,0.004,NA,0,0,0.014,0.013,NA,NA,NA,NA,NA,NA,"Amérique"
"189","Svalbard and Jan Mayen",1955,"SJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"190","Sweden",1955,"SWE",7264358,87579721728,1.261,0.174,39.096,4.602,13.34,69.727,4.089,6.229,9.598,0.796,NA,5.382,0.446,NA,14.771,2.033,NA,NA,NA,19.685,1110.788,3990.117,909.323,0,0,2880.307,181.78,NA,NA,NA,0,0,0,0,NA,NA,30.631,4.217,NA,NA,NA,NA,23.063,3.175,NA,NA,NA,1.173,0.525,0.512,0.338,1.458,0.42,0.595,0.417,0,0,0.701,0.487,NA,0,0,0.495,0.998,NA,NA,NA,NA,NA,12056.0855794827,"Europe"
"191","Switzerland",1955,"CHE",5002416,69717450752,1.047,0.209,13.614,1.021,8.108,15.19,0.948,6.655,3.036,0.218,NA,2.722,0.195,NA,6.94,1.387,NA,NA,NA,10.314,533.266,754.865,466.23,0,0,249.445,56.722,NA,NA,NA,0,0,0,0,NA,NA,1.576,0.315,NA,NA,NA,NA,5.628,1.125,NA,NA,NA,0.973,0.183,0.111,0.159,0.764,0.202,0.113,0.214,0,0,0.061,0.152,NA,0,0,0.025,0.243,NA,NA,NA,NA,NA,13936.7559099443,"Europe"
"192","Syria",1955,"SYR",3989103,19077832704,0.131,0.033,1.644,1.066,184.492,21.393,2.458,12.984,5.363,1.121,NA,0.412,0.086,NA,0.015,0.004,NA,NA,NA,1.044,4.542,352.402,0.044,0,0,414.948,3.454,NA,NA,NA,0,0,0,0,NA,NA,19.749,4.951,NA,NA,NA,NA,1.499,0.376,NA,NA,NA,0.122,0.022,0.157,0,0.077,0.002,0.053,0,0,0,0.101,0.009,NA,0,0,0.319,0.065,NA,NA,NA,NA,NA,4782.48686584428,"Asie"
"193","Taiwan",1955,"TWN",9229468,17039840256,0.291,0.032,7.197,0.711,10.955,13.353,-0.022,-0.166,1.447,0.784,NA,0.78,0.422,NA,5.511,0.597,NA,NA,NA,2.239,189.337,418.41,178.858,0,2.319,251.167,5.921,NA,NA,NA,0,0,0.051,0.006,NA,NA,6.156,0.667,NA,NA,NA,NA,1.345,0.146,NA,NA,NA,0.27,0.097,0.098,0.126,0.166,0.072,0.062,0.082,0,0.032,0.061,0.016,NA,0,0.009,0.1,0.058,NA,NA,NA,NA,NA,1846.24295311496,"Asie"
"194","Tajikistan",1955,"TJK",1805217,NA,0.044,0.024,3.358,0.397,13.391,7.535,0.58,8.335,4.174,NA,NA,1.86,NA,NA,1.697,0.94,NA,NA,NA,0.345,49.617,133.779,24.038,0,0.594,87.46,24.641,NA,NA,NA,0,0,0.068,0.038,NA,NA,4.177,2.314,NA,NA,NA,NA,1.549,0.858,NA,NA,NA,0.041,0.045,0.055,0.039,0.026,0.019,0.02,0.011,0,0.008,0.021,0.066,NA,0,0.012,0.068,0.067,NA,NA,NA,NA,NA,NA,"Asie"
"195","Tanzania",1955,"TZA",8725581,6575457280,0,0,0.557,0.018,3.401,112.236,3.866,3.567,12.863,17.069,NA,0.064,0.085,NA,0.015,0.002,NA,NA,NA,0,3.107,672.886,0.797,0,0,3225.529,2.31,NA,NA,NA,0,0,0,0,NA,NA,111.679,12.799,NA,NA,NA,NA,0.542,0.062,NA,NA,NA,0,0.007,0.824,0,0,0.001,0.1,0,0,0,0.785,0.006,NA,0,0,1.805,0.023,NA,NA,NA,NA,NA,753.583890860677,"Afrique"
"196","Thailand",1955,"THA",23173968,35317682176,0.189,0.008,2.373,0.322,15.726,249.4,0.066,0.026,10.762,7.062,NA,0.102,0.067,NA,0.132,0.006,NA,NA,NA,1.454,9.965,4280.98,0.583,0,0,9246.178,7.928,NA,NA,NA,0,0,0,0,NA,NA,247.027,10.66,NA,NA,NA,NA,2.052,0.089,NA,NA,NA,0.176,0.032,1.83,0.003,0.108,0.004,0.638,0,0,0,2.25,0.021,NA,0,0,3.994,0.089,NA,NA,NA,NA,NA,1524.02394687004,"Asie"
"197","Togo",1955,"TGO",1518835,1220120064,0,0,0.04,0.007,22.222,12.425,1.729,16.17,8.18,10.183,NA,0.027,0.033,NA,0,0,NA,NA,NA,0,0.198,80.769,0,0,0,579.901,0.198,NA,NA,NA,0,0,0,0,NA,NA,12.384,8.154,NA,NA,NA,NA,0.04,0.027,NA,NA,NA,0,0.001,0.091,0,0,0,0.012,0,0,0,0.141,0.001,NA,0,0,0.2,0.002,NA,NA,NA,NA,NA,803.32627573107,"Afrique"
"198","Tonga",1955,"TON",58043,NA,0,0,0.007,0,0,0.081,0,0,1.389,NA,NA,0.126,NA,NA,0,0,NA,NA,NA,0,0.044,0.447,0,0,0,0.843,0.044,NA,NA,NA,0,0,0,0,NA,NA,0.073,1.263,NA,NA,NA,NA,0.007,0.126,NA,NA,NA,0,0,0.001,0,0,0,0,0,0,0,0,0,NA,0,0,0.001,0,NA,NA,NA,NA,NA,NA,"Océanie"
